Model Name,Model Type,Model Version,Date,Daily Volume,Performance Metrics,Company Name
Model 17,Multi-Class,[2],8/9/2022,[4696],"[[0.77, 0.79, 0.72]]",Nationwide
Model 17,Multi-Class,[2],8/10/2022,[4665],"[[0.9, 0.72, 0.94]]",Nationwide
Model 17,Multi-Class,[2],8/11/2022,[4668],"[[0.7, 0.9, 0.9]]",Nationwide
Model 17,Multi-Class,[2],8/12/2022,[4114],"[[0.86, 0.71, 0.77]]",Nationwide
Model 17,Multi-Class,[2],8/13/2022,[1788],"[[0.77, 0.8, 0.85]]",Nationwide
Model 17,Multi-Class,[2],8/14/2022,[4023],"[[0.76, 0.91, 0.89]]",Nationwide
Model 17,Multi-Class,[2],8/15/2022,[4539],"[[0.85, 0.72, 0.89]]",Nationwide
Model 17,Multi-Class,[2],8/16/2022,[1282],"[[0.92, 0.75, 0.95]]",Nationwide
Model 17,Multi-Class,[2],8/17/2022,[2030],"[[0.84, 0.8, 0.81]]",Nationwide
Model 17,Multi-Class,[2],8/18/2022,[1707],"[[0.9, 0.88, 0.93]]",Nationwide
Model 17,Multi-Class,[2],8/19/2022,[3095],"[[0.78, 0.82, 0.93]]",Nationwide
Model 17,Multi-Class,[2],8/20/2022,[4517],"[[0.9, 0.94, 0.81]]",Nationwide
Model 17,Multi-Class,[2],8/21/2022,[1189],"[[0.92, 0.76, 0.71]]",Nationwide
Model 18,Multi-Class,"[1,2]",4/19/2022,"[3435, 4242]","[[0.95, 0.79, 0.94], [0.85, 0.73, 0.8]]",Liberty Mutual
Model 18,Multi-Class,"[1,2]",4/20/2022,"[1353, 3514]","[[0.94, 0.93, 0.79], [0.8, 0.93, 0.86]]",Liberty Mutual
Model 18,Multi-Class,"[1,2]",4/21/2022,"[1873, 2758]","[[0.87, 0.94, 0.7], [0.7, 0.85, 0.89]]",Liberty Mutual
Model 18,Multi-Class,"[1,2]",4/22/2022,"[2374, 4579]","[[0.88, 0.84, 0.85], [0.91, 0.85, 0.72]]",Liberty Mutual
Model 18,Multi-Class,"[1,2]",4/23/2022,"[2589, 1586]","[[0.75, 0.93, 0.72], [0.94, 0.77, 0.76]]",Liberty Mutual
Model 18,Multi-Class,"[1,2]",4/24/2022,"[1338, 2962]","[[0.94, 0.74, 0.83], [0.76, 0.92, 0.78]]",Liberty Mutual
Model 18,Multi-Class,"[1,2]",4/25/2022,"[3301, 4258]","[[0.73, 0.71, 0.85], [0.88, 0.85, 0.82]]",Liberty Mutual
Model 18,Multi-Class,"[1,2]",4/26/2022,"[2000, 4525]","[[0.91, 0.94, 0.73], [0.86, 0.81, 0.78]]",Liberty Mutual
Model 18,Multi-Class,"[1,2]",4/27/2022,"[1141, 2965]","[[0.82, 0.71, 0.8], [0.95, 0.91, 0.92]]",Liberty Mutual
Model 18,Multi-Class,"[1,2]",4/28/2022,"[1594, 1400]","[[0.93, 0.93, 0.93], [0.84, 0.72, 0.91]]",Liberty Mutual
Model 18,Multi-Class,"[1,2]",4/29/2022,"[1404, 1316]","[[0.84, 0.77, 0.73], [0.76, 0.89, 0.91]]",Liberty Mutual
Model 18,Multi-Class,"[1,2]",4/30/2022,"[4458, 3270]","[[0.73, 0.94, 0.89], [0.94, 0.93, 0.89]]",Liberty Mutual
Model 18,Multi-Class,"[1,2]",5/1/2022,"[2867, 4210]","[[0.76, 0.84, 0.8], [0.72, 0.85, 0.81]]",Liberty Mutual
Model 18,Multi-Class,"[1,2]",5/2/2022,"[1537, 2813]","[[0.79, 0.91, 0.86], [0.74, 0.79, 0.72]]",Liberty Mutual
Model 18,Multi-Class,"[1,2]",5/3/2022,"[3544, 1071]","[[0.76, 0.83, 0.81], [0.85, 0.75, 0.7]]",Liberty Mutual
Model 18,Multi-Class,"[1,2]",5/4/2022,"[4226, 4023]","[[0.92, 0.93, 0.91], [0.73, 0.77, 0.94]]",Liberty Mutual
Model 18,Multi-Class,"[1,2]",5/5/2022,"[3523, 2282]","[[0.87, 0.82, 0.75], [0.8, 0.79, 0.71]]",Liberty Mutual
Model 18,Multi-Class,"[1,2]",5/6/2022,"[2100, 2372]","[[0.94, 0.85, 0.87], [0.82, 0.87, 0.83]]",Liberty Mutual
Model 18,Multi-Class,"[1,2]",5/7/2022,"[3414, 4054]","[[0.79, 0.85, 0.76], [0.75, 0.81, 0.89]]",Liberty Mutual
Model 18,Multi-Class,"[1,2]",5/8/2022,"[1647, 4636]","[[0.77, 0.85, 0.73], [0.7, 0.82, 0.8]]",Liberty Mutual
Model 18,Multi-Class,"[1,2]",5/9/2022,"[4346, 4787]","[[0.84, 0.82, 0.77], [0.84, 0.92, 0.78]]",Liberty Mutual
Model 18,Multi-Class,"[1,2]",5/10/2022,"[3019, 4767]","[[0.87, 0.85, 0.83], [0.76, 0.84, 0.91]]",Liberty Mutual
Model 18,Multi-Class,"[1,2]",5/11/2022,"[3061, 4386]","[[0.86, 0.81, 0.84], [0.77, 0.83, 0.86]]",Liberty Mutual
Model 18,Multi-Class,"[1,2]",5/12/2022,"[2809, 2787]","[[0.81, 0.88, 0.88], [0.75, 0.84, 0.72]]",Liberty Mutual
Model 18,Multi-Class,"[1,2]",5/13/2022,"[2582, 3452]","[[0.74, 0.71, 0.93], [0.92, 0.87, 0.89]]",Liberty Mutual
Model 18,Multi-Class,"[1,2]",5/14/2022,"[3157, 3246]","[[0.71, 0.82, 0.7], [0.74, 0.75, 0.9]]",Liberty Mutual
Model 18,Multi-Class,"[1,2]",5/15/2022,"[2986, 2601]","[[0.76, 0.9, 0.86], [0.73, 0.74, 0.77]]",Liberty Mutual
Model 18,Multi-Class,"[1,2]",5/16/2022,"[2068, 1739]","[[0.93, 0.9, 0.82], [0.71, 0.79, 0.82]]",Liberty Mutual
Model 18,Multi-Class,"[1,2]",5/17/2022,"[4965, 2429]","[[0.95, 0.85, 0.93], [0.76, 0.78, 0.94]]",Liberty Mutual
Model 18,Multi-Class,"[1,2]",5/18/2022,"[1547, 3456]","[[0.9, 0.84, 0.9], [0.9, 0.82, 0.86]]",Liberty Mutual
Model 18,Multi-Class,"[1,2]",5/19/2022,"[4242, 2630]","[[0.88, 0.74, 0.81], [0.77, 0.88, 0.77]]",Liberty Mutual
Model 18,Multi-Class,"[1,2]",5/20/2022,"[1654, 4158]","[[0.85, 0.92, 0.8], [0.79, 0.71, 0.94]]",Liberty Mutual
Model 18,Multi-Class,"[1,2]",5/21/2022,"[4232, 2567]","[[0.7, 0.9, 0.81], [0.84, 0.83, 0.71]]",Liberty Mutual
Model 18,Multi-Class,"[1,2]",5/22/2022,"[1879, 2031]","[[0.79, 0.79, 0.81], [0.81, 0.73, 0.77]]",Liberty Mutual
Model 18,Multi-Class,"[1,2]",5/23/2022,"[1439, 2229]","[[0.84, 0.77, 0.74], [0.87, 0.78, 0.91]]",Liberty Mutual
Model 18,Multi-Class,"[1,2]",5/24/2022,"[4375, 3530]","[[0.76, 0.73, 0.93], [0.83, 0.74, 0.73]]",Liberty Mutual
Model 18,Multi-Class,"[1,2]",5/25/2022,"[2220, 3980]","[[0.72, 0.9, 0.76], [0.86, 0.81, 0.83]]",Liberty Mutual
Model 18,Multi-Class,"[1,2]",5/26/2022,"[2536, 2145]","[[0.8, 0.79, 0.71], [0.9, 0.87, 0.76]]",Liberty Mutual
Model 18,Multi-Class,"[1,2]",5/27/2022,"[3254, 4518]","[[0.87, 0.74, 0.89], [0.82, 0.75, 0.7]]",Liberty Mutual
Model 18,Multi-Class,"[1,2]",5/28/2022,"[4853, 2869]","[[0.78, 0.88, 0.78], [0.73, 0.82, 0.81]]",Liberty Mutual
Model 18,Multi-Class,"[1,2]",5/29/2022,"[3204, 2538]","[[0.79, 0.84, 0.88], [0.93, 0.91, 0.84]]",Liberty Mutual
Model 18,Multi-Class,"[1,2]",5/30/2022,"[1883, 4176]","[[0.88, 0.8, 0.83], [0.85, 0.8, 0.89]]",Liberty Mutual
Model 18,Multi-Class,"[1,2]",5/31/2022,"[2806, 3641]","[[0.86, 0.91, 0.79], [0.74, 0.76, 0.78]]",Liberty Mutual
Model 18,Multi-Class,"[1,2]",6/1/2022,"[2074, 3134]","[[0.82, 0.9, 0.78], [0.89, 0.93, 0.78]]",Liberty Mutual
Model 18,Multi-Class,"[1,2]",6/2/2022,"[2687, 4584]","[[0.77, 0.7, 0.89], [0.83, 0.75, 0.74]]",Liberty Mutual
Model 18,Multi-Class,"[1,2]",6/3/2022,"[2834, 3467]","[[0.88, 0.76, 0.78], [0.83, 0.8, 0.94]]",Liberty Mutual
Model 18,Multi-Class,"[1,2]",6/4/2022,"[2405, 2004]","[[0.71, 0.89, 0.7], [0.86, 0.74, 0.83]]",Liberty Mutual
Model 18,Multi-Class,"[1,2]",6/5/2022,"[4933, 2589]","[[0.81, 0.87, 0.89], [0.8, 0.73, 0.87]]",Liberty Mutual
Model 18,Multi-Class,"[1,2]",6/6/2022,"[3893, 1691]","[[0.87, 0.8, 0.72], [0.72, 0.89, 0.82]]",Liberty Mutual
Model 18,Multi-Class,"[1,2]",6/7/2022,"[2595, 1653]","[[0.93, 0.75, 0.88], [0.9, 0.94, 0.81]]",Liberty Mutual
Model 18,Multi-Class,"[1,2]",6/8/2022,"[1602, 1127]","[[0.87, 0.83, 0.73], [0.88, 0.91, 0.77]]",Liberty Mutual
Model 18,Multi-Class,"[1,2]",6/9/2022,"[3561, 2701]","[[0.84, 0.83, 0.72], [0.94, 0.84, 0.82]]",Liberty Mutual
Model 18,Multi-Class,"[1,2]",6/10/2022,"[2200, 4334]","[[0.78, 0.85, 0.73], [0.94, 0.88, 0.92]]",Liberty Mutual
Model 18,Multi-Class,"[1,2]",6/11/2022,"[3218, 4260]","[[0.93, 0.91, 0.93], [0.94, 0.87, 0.93]]",Liberty Mutual
Model 18,Multi-Class,"[1,2]",6/12/2022,"[2732, 3099]","[[0.83, 0.8, 0.81], [0.8, 0.75, 0.8]]",Liberty Mutual
Model 18,Multi-Class,"[1,2]",6/13/2022,"[4691, 3659]","[[0.84, 0.71, 0.73], [0.72, 0.72, 0.73]]",Liberty Mutual
Model 18,Multi-Class,"[1,2]",6/14/2022,"[3769, 4797]","[[0.74, 0.76, 0.79], [0.78, 0.72, 0.92]]",Liberty Mutual
Model 18,Multi-Class,"[1,2]",6/15/2022,"[4672, 1483]","[[0.73, 0.71, 0.85], [0.86, 0.8, 0.9]]",Liberty Mutual
Model 18,Multi-Class,"[1,2]",6/16/2022,"[4061, 4815]","[[0.84, 0.76, 0.71], [0.93, 0.91, 0.95]]",Liberty Mutual
Model 18,Multi-Class,"[1,2]",6/17/2022,"[4828, 3970]","[[0.79, 0.88, 0.92], [0.79, 0.74, 0.75]]",Liberty Mutual
Model 18,Multi-Class,"[1,2]",6/18/2022,"[3493, 3329]","[[0.78, 0.79, 0.93], [0.71, 0.82, 0.79]]",Liberty Mutual
Model 18,Multi-Class,"[1,2]",6/19/2022,"[1077, 1824]","[[0.89, 0.84, 0.7], [0.84, 0.78, 0.93]]",Liberty Mutual
Model 18,Multi-Class,"[1,2]",6/20/2022,"[2846, 3271]","[[0.86, 0.71, 0.72], [0.91, 0.85, 0.87]]",Liberty Mutual
Model 18,Multi-Class,"[1,2]",6/21/2022,"[2816, 4734]","[[0.94, 0.84, 0.78], [0.74, 0.8, 0.83]]",Liberty Mutual
Model 18,Multi-Class,"[1,2]",6/22/2022,"[4665, 2001]","[[0.74, 0.73, 0.92], [0.82, 0.95, 0.93]]",Liberty Mutual
Model 18,Multi-Class,"[1,2]",6/23/2022,"[2228, 3658]","[[0.83, 0.84, 0.75], [0.84, 0.83, 0.76]]",Liberty Mutual
Model 18,Multi-Class,"[1,2]",6/24/2022,"[1702, 4744]","[[0.7, 0.78, 0.84], [0.84, 0.78, 0.71]]",Liberty Mutual
Model 18,Multi-Class,"[1,2]",6/25/2022,"[1643, 3213]","[[0.88, 0.88, 0.73], [0.76, 0.85, 0.73]]",Liberty Mutual
Model 18,Multi-Class,"[1,2]",6/26/2022,"[2470, 1377]","[[0.84, 0.77, 0.77], [0.79, 0.82, 0.87]]",Liberty Mutual
Model 18,Multi-Class,"[1,2]",6/27/2022,"[3719, 3714]","[[0.87, 0.93, 0.78], [0.84, 0.94, 0.72]]",Liberty Mutual
Model 18,Multi-Class,"[1,2]",6/28/2022,"[2082, 3293]","[[0.94, 0.77, 0.92], [0.87, 0.7, 0.85]]",Liberty Mutual
Model 18,Multi-Class,"[1,2]",6/29/2022,"[3840, 4735]","[[0.94, 0.91, 0.91], [0.83, 0.79, 0.86]]",Liberty Mutual
Model 18,Multi-Class,"[1,2]",6/30/2022,"[4314, 2666]","[[0.84, 0.92, 0.74], [0.74, 0.87, 0.79]]",Liberty Mutual
Model 18,Multi-Class,"[1,2]",7/1/2022,"[2246, 4867]","[[0.79, 0.75, 0.91], [0.74, 0.83, 0.78]]",Liberty Mutual
Model 18,Multi-Class,"[1,2]",7/2/2022,"[4802, 1719]","[[0.86, 0.82, 0.75], [0.73, 0.8, 0.85]]",Liberty Mutual
Model 18,Multi-Class,"[1,2]",7/3/2022,"[2949, 1358]","[[0.7, 0.87, 0.89], [0.84, 0.86, 0.87]]",Liberty Mutual
Model 18,Multi-Class,"[1,2]",7/4/2022,"[1153, 1070]","[[0.77, 0.9, 0.73], [0.92, 0.7, 0.82]]",Liberty Mutual
Model 18,Multi-Class,"[1,2]",7/5/2022,"[2388, 2252]","[[0.74, 0.86, 0.84], [0.73, 0.94, 0.74]]",Liberty Mutual
Model 18,Multi-Class,"[1,2]",7/6/2022,"[3524, 4386]","[[0.74, 0.92, 0.89], [0.77, 0.81, 0.9]]",Liberty Mutual
Model 18,Multi-Class,"[1,2]",7/7/2022,"[1977, 3266]","[[0.91, 0.84, 0.71], [0.77, 0.71, 0.74]]",Liberty Mutual
Model 18,Multi-Class,"[1,2]",7/8/2022,"[3144, 2532]","[[0.87, 0.9, 0.89], [0.83, 0.78, 0.72]]",Liberty Mutual
Model 18,Multi-Class,"[1,2]",7/9/2022,"[4322, 2070]","[[0.9, 0.81, 0.79], [0.93, 0.91, 0.87]]",Liberty Mutual
Model 19,Regression,"[1,3]",8/17/2022,"[4565, 4542]","[1.72, 4.79]",State Farm
Model 19,Regression,"[1,3]",8/18/2022,"[1821, 1815]","[4.89, 2.07]",State Farm
Model 19,Regression,"[1,3]",8/19/2022,"[4033, 4804]","[4.41, 4.02]",State Farm
Model 19,Regression,"[1,3]",8/20/2022,"[2294, 3879]","[3.71, 3.6]",State Farm
Model 19,Regression,"[1,3]",8/21/2022,"[4061, 2609]","[1.5, 0.35]",State Farm
Model 19,Regression,"[1,3]",8/22/2022,"[1800, 3050]","[0.37, 2.94]",State Farm
Model 19,Regression,"[1,3]",8/23/2022,"[3747, 2131]","[3.91, 0.91]",State Farm
Model 19,Regression,"[1,3]",8/24/2022,"[4389, 2966]","[2.34, 2.0]",State Farm
Model 19,Regression,"[1,3]",8/25/2022,"[2716, 4159]","[0.36, 4.08]",State Farm
Model 19,Regression,"[1,3]",8/26/2022,"[3511, 2987]","[2.8, 2.27]",State Farm
Model 19,Regression,"[1,3]",8/27/2022,"[2433, 4718]","[4.3, 1.26]",State Farm
Model 19,Regression,"[1,3]",8/28/2022,"[4342, 3634]","[1.13, 2.61]",State Farm
Model 19,Regression,"[1,3]",8/29/2022,"[4202, 1436]","[2.53, 1.16]",State Farm
Model 19,Regression,"[1,3]",8/30/2022,"[3038, 1567]","[0.86, 4.55]",State Farm
Model 19,Regression,"[1,3]",8/31/2022,"[3267, 2778]","[1.2, 3.23]",State Farm
Model 19,Regression,"[1,3]",9/1/2022,"[1361, 4184]","[4.75, 2.81]",State Farm
Model 19,Regression,"[1,3]",9/2/2022,"[4060, 4031]","[3.85, 0.53]",State Farm
Model 19,Regression,"[1,3]",9/3/2022,"[1226, 1132]","[2.09, 1.91]",State Farm
Model 19,Regression,"[1,3]",9/4/2022,"[2961, 3651]","[0.05, 3.41]",State Farm
Model 19,Regression,"[1,3]",9/5/2022,"[1832, 4245]","[4.53, 4.58]",State Farm
Model 19,Regression,"[1,3]",9/6/2022,"[1984, 2693]","[0.63, 1.93]",State Farm
Model 19,Regression,"[1,3]",9/7/2022,"[4315, 2644]","[2.0, 4.28]",State Farm
Model 19,Regression,"[1,3]",9/8/2022,"[2818, 2197]","[4.02, 0.83]",State Farm
Model 19,Regression,"[1,3]",9/9/2022,"[3610, 4204]","[4.33, 0.45]",State Farm
Model 19,Regression,"[1,3]",9/10/2022,"[2063, 3091]","[2.77, 1.11]",State Farm
Model 19,Regression,"[1,3]",9/11/2022,"[4943, 1517]","[2.06, 0.49]",State Farm
Model 19,Regression,"[1,3]",9/12/2022,"[1515, 4629]","[4.27, 0.95]",State Farm
Model 19,Regression,"[1,3]",9/13/2022,"[4308, 3581]","[0.94, 0.72]",State Farm
Model 19,Regression,"[1,3]",9/14/2022,"[2966, 4819]","[4.05, 3.64]",State Farm
Model 19,Regression,"[1,3]",9/15/2022,"[2018, 3181]","[0.06, 3.29]",State Farm
Model 19,Regression,"[1,3]",9/16/2022,"[1530, 4177]","[3.98, 3.4]",State Farm
Model 19,Regression,"[1,3]",9/17/2022,"[4156, 4419]","[2.09, 4.09]",State Farm
Model 19,Regression,"[1,3]",9/18/2022,"[1196, 1987]","[0.33, 0.41]",State Farm
Model 19,Regression,"[1,3]",9/19/2022,"[1959, 2169]","[3.0, 1.61]",State Farm
Model 19,Regression,"[1,3]",9/20/2022,"[2439, 4766]","[0.14, 4.01]",State Farm
Model 19,Regression,"[1,3]",9/21/2022,"[2715, 3216]","[0.96, 1.35]",State Farm
Model 19,Regression,"[1,3]",9/22/2022,"[2579, 3539]","[1.38, 4.87]",State Farm
Model 19,Regression,"[1,3]",9/23/2022,"[2108, 4077]","[3.65, 1.44]",State Farm
Model 19,Regression,"[1,3]",9/24/2022,"[4573, 4186]","[4.89, 1.44]",State Farm
Model 19,Regression,"[1,3]",9/25/2022,"[4489, 1857]","[2.19, 2.97]",State Farm
Model 19,Regression,"[1,3]",9/26/2022,"[2157, 1931]","[2.37, 2.57]",State Farm
Model 19,Regression,"[1,3]",9/27/2022,"[3811, 3263]","[1.8, 1.57]",State Farm
Model 19,Regression,"[1,3]",9/28/2022,"[1926, 4661]","[1.34, 4.45]",State Farm
Model 19,Regression,"[1,3]",9/29/2022,"[1550, 4419]","[0.66, 2.78]",State Farm
Model 19,Regression,"[1,3]",9/30/2022,"[4544, 1253]","[2.9, 0.59]",State Farm
Model 19,Regression,"[1,3]",10/1/2022,"[1438, 3407]","[2.82, 0.8]",State Farm
Model 19,Regression,"[1,3]",10/2/2022,"[4394, 3914]","[1.32, 2.45]",State Farm
Model 19,Regression,"[1,3]",10/3/2022,"[1182, 1254]","[3.75, 2.02]",State Farm
Model 19,Regression,"[1,3]",10/4/2022,"[2571, 4007]","[4.89, 0.26]",State Farm
Model 19,Regression,"[1,3]",10/5/2022,"[2299, 4701]","[2.06, 2.63]",State Farm
Model 19,Regression,"[1,3]",10/6/2022,"[3609, 2141]","[1.17, 0.36]",State Farm
Model 19,Regression,"[1,3]",10/7/2022,"[4893, 2065]","[4.07, 3.78]",State Farm
Model 19,Regression,"[1,3]",10/8/2022,"[4347, 2637]","[4.76, 2.78]",State Farm
Model 19,Regression,"[1,3]",10/9/2022,"[3356, 2776]","[4.92, 4.56]",State Farm
Model 19,Regression,"[1,3]",10/10/2022,"[3026, 1322]","[1.46, 3.48]",State Farm
Model 19,Regression,"[1,3]",10/11/2022,"[2821, 4197]","[4.35, 2.06]",State Farm
Model 19,Regression,"[1,3]",10/12/2022,"[1991, 4958]","[1.9, 4.24]",State Farm
Model 19,Regression,"[1,3]",10/13/2022,"[3445, 1277]","[4.66, 4.81]",State Farm
Model 19,Regression,"[1,3]",10/14/2022,"[1588, 1637]","[1.92, 4.52]",State Farm
Model 19,Regression,"[1,3]",10/15/2022,"[4845, 1896]","[1.28, 4.36]",State Farm
Model 19,Regression,"[1,3]",10/16/2022,"[2184, 4228]","[1.78, 0.6]",State Farm
Model 19,Regression,"[1,3]",10/17/2022,"[2399, 4619]","[0.45, 2.76]",State Farm
Model 19,Regression,"[1,3]",10/18/2022,"[3596, 1550]","[1.72, 2.64]",State Farm
Model 19,Regression,"[1,3]",10/19/2022,"[2492, 3431]","[1.2, 0.76]",State Farm
Model 19,Regression,"[1,3]",10/20/2022,"[1582, 1404]","[4.1, 2.93]",State Farm
Model 19,Regression,"[1,3]",10/21/2022,"[1992, 3088]","[4.75, 3.08]",State Farm
Model 19,Regression,"[1,3]",10/22/2022,"[4152, 4268]","[3.48, 3.41]",State Farm
Model 19,Regression,"[1,3]",10/23/2022,"[2196, 1405]","[1.54, 0.96]",State Farm
Model 19,Regression,"[1,3]",10/24/2022,"[3604, 2853]","[3.3, 2.68]",State Farm
Model 19,Regression,"[1,3]",10/25/2022,"[4425, 1766]","[0.54, 4.32]",State Farm
Model 19,Regression,"[1,3]",10/26/2022,"[2375, 1057]","[3.27, 0.98]",State Farm
Model 19,Regression,"[1,3]",10/27/2022,"[1204, 2615]","[3.33, 1.57]",State Farm
Model 19,Regression,"[1,3]",10/28/2022,"[1560, 3296]","[2.0, 3.47]",State Farm
Model 19,Regression,"[1,3]",10/29/2022,"[2454, 4842]","[4.65, 0.99]",State Farm
Model 19,Regression,"[1,3]",10/30/2022,"[2586, 4559]","[3.06, 2.8]",State Farm
Model 19,Regression,"[1,3]",10/31/2022,"[2842, 1479]","[2.28, 4.43]",State Farm
Model 19,Regression,"[1,3]",11/1/2022,"[4714, 2953]","[0.57, 4.89]",State Farm
Model 19,Regression,"[1,3]",11/2/2022,"[4889, 2028]","[2.89, 2.03]",State Farm
Model 19,Regression,"[1,3]",11/3/2022,"[3066, 4653]","[4.42, 4.32]",State Farm
Model 19,Regression,"[1,3]",11/4/2022,"[2042, 3588]","[3.2, 0.88]",State Farm
Model 19,Regression,"[1,3]",11/5/2022,"[2162, 3701]","[0.75, 2.44]",State Farm
Model 19,Regression,"[1,3]",11/6/2022,"[3498, 1019]","[4.44, 3.09]",State Farm
Model 19,Regression,"[1,3]",11/7/2022,"[4944, 1872]","[0.66, 3.63]",State Farm
Model 20,Classification,"[1,2]",3/18/2022,"[4749, 3013]","[[0.82, 0.78, 0.93], [0.7, 0.77, 0.73]]",Allstate
Model 20,Classification,"[1,2]",3/19/2022,"[1847, 2756]","[[0.74, 0.84, 0.72], [0.72, 0.85, 0.7]]",Allstate
Model 20,Classification,"[1,2]",3/20/2022,"[2915, 2769]","[[0.94, 0.72, 0.9], [0.74, 0.89, 0.85]]",Allstate
Model 20,Classification,"[1,2]",3/21/2022,"[3184, 2441]","[[0.92, 0.72, 0.92], [0.93, 0.88, 0.73]]",Allstate
Model 20,Classification,"[1,2]",3/22/2022,"[1365, 3552]","[[0.87, 0.93, 0.76], [0.78, 0.77, 0.95]]",Allstate
Model 20,Classification,"[1,2]",3/23/2022,"[4182, 3633]","[[0.85, 0.87, 0.71], [0.82, 0.88, 0.88]]",Allstate
Model 20,Classification,"[1,2]",3/24/2022,"[1194, 2168]","[[0.77, 0.78, 0.89], [0.84, 0.78, 0.71]]",Allstate
Model 20,Classification,"[1,2]",3/25/2022,"[1189, 1241]","[[0.87, 0.87, 0.74], [0.83, 0.93, 0.91]]",Allstate
Model 20,Classification,"[1,2]",3/26/2022,"[3574, 1378]","[[0.94, 0.83, 0.79], [0.77, 0.94, 0.86]]",Allstate
Model 20,Classification,"[1,2]",3/27/2022,"[3170, 2276]","[[0.76, 0.77, 0.87], [0.77, 0.86, 0.8]]",Allstate
Model 20,Classification,"[1,2]",3/28/2022,"[1572, 2027]","[[0.87, 0.9, 0.88], [0.95, 0.89, 0.74]]",Allstate
Model 20,Classification,"[1,2]",3/29/2022,"[1761, 2934]","[[0.73, 0.92, 0.7], [0.93, 0.86, 0.73]]",Allstate
Model 20,Classification,"[1,2]",3/30/2022,"[4368, 1690]","[[0.94, 0.95, 0.92], [0.77, 0.84, 0.88]]",Allstate
Model 20,Classification,"[1,2]",3/31/2022,"[3950, 1500]","[[0.93, 0.72, 0.94], [0.86, 0.87, 0.93]]",Allstate
Model 20,Classification,"[1,2]",4/1/2022,"[3688, 3988]","[[0.93, 0.94, 0.8], [0.73, 0.87, 0.91]]",Allstate
Model 20,Classification,"[1,2]",4/2/2022,"[2426, 1373]","[[0.92, 0.93, 0.75], [0.93, 0.8, 0.83]]",Allstate
Model 20,Classification,"[1,2]",4/3/2022,"[4360, 4659]","[[0.72, 0.85, 0.83], [0.85, 0.9, 0.91]]",Allstate
Model 20,Classification,"[1,2]",4/4/2022,"[2968, 4522]","[[0.78, 0.9, 0.91], [0.72, 0.8, 0.91]]",Allstate
Model 20,Classification,"[1,2]",4/5/2022,"[1611, 1042]","[[0.76, 0.94, 0.74], [0.72, 0.9, 0.72]]",Allstate
Model 20,Classification,"[1,2]",4/6/2022,"[1991, 2982]","[[0.94, 0.74, 0.8], [0.72, 0.82, 0.78]]",Allstate
Model 20,Classification,"[1,2]",4/7/2022,"[2411, 2460]","[[0.86, 0.85, 0.75], [0.85, 0.91, 0.84]]",Allstate
Model 20,Classification,"[1,2]",4/8/2022,"[1497, 2581]","[[0.91, 0.76, 0.81], [0.94, 0.81, 0.77]]",Allstate
Model 20,Classification,"[1,2]",4/9/2022,"[2712, 2445]","[[0.72, 0.81, 0.88], [0.92, 0.8, 0.86]]",Allstate
Model 20,Classification,"[1,2]",4/10/2022,"[2686, 4549]","[[0.76, 0.75, 0.78], [0.9, 0.94, 0.74]]",Allstate
Model 20,Classification,"[1,2]",4/11/2022,"[1238, 4025]","[[0.89, 0.84, 0.84], [0.86, 0.93, 0.73]]",Allstate
Model 20,Classification,"[1,2]",4/12/2022,"[4917, 1714]","[[0.89, 0.72, 0.87], [0.84, 0.94, 0.71]]",Allstate
Model 20,Classification,"[1,2]",4/13/2022,"[4768, 2510]","[[0.73, 0.88, 0.78], [0.78, 0.71, 0.72]]",Allstate
Model 20,Classification,"[1,2]",4/14/2022,"[1374, 1346]","[[0.86, 0.95, 0.95], [0.85, 0.88, 0.9]]",Allstate
Model 20,Classification,"[1,2]",4/15/2022,"[2279, 2599]","[[0.9, 0.7, 0.72], [0.74, 0.82, 0.87]]",Allstate
Model 20,Classification,"[1,2]",4/16/2022,"[1402, 4611]","[[0.86, 0.94, 0.75], [0.73, 0.76, 0.87]]",Allstate
Model 20,Classification,"[1,2]",4/17/2022,"[4882, 4272]","[[0.84, 0.93, 0.89], [0.74, 0.94, 0.8]]",Allstate
Model 20,Classification,"[1,2]",4/18/2022,"[4144, 2451]","[[0.78, 0.72, 0.86], [0.74, 0.83, 0.77]]",Allstate
Model 20,Classification,"[1,2]",4/19/2022,"[3948, 2519]","[[0.76, 0.7, 0.87], [0.78, 0.81, 0.87]]",Allstate
Model 20,Classification,"[1,2]",4/20/2022,"[4949, 2668]","[[0.75, 0.81, 0.91], [0.93, 0.83, 0.74]]",Allstate
Model 20,Classification,"[1,2]",4/21/2022,"[4116, 2254]","[[0.74, 0.73, 0.76], [0.72, 0.72, 0.83]]",Allstate
Model 20,Classification,"[1,2]",4/22/2022,"[4083, 3811]","[[0.76, 0.89, 0.85], [0.76, 0.78, 0.93]]",Allstate
Model 20,Classification,"[1,2]",4/23/2022,"[3733, 2235]","[[0.92, 0.73, 0.84], [0.8, 0.71, 0.85]]",Allstate
Model 20,Classification,"[1,2]",4/24/2022,"[2428, 4197]","[[0.72, 0.92, 0.83], [0.77, 0.85, 0.92]]",Allstate
Model 20,Classification,"[1,2]",4/25/2022,"[2454, 3673]","[[0.76, 0.84, 0.87], [0.89, 0.88, 0.76]]",Allstate
